query-id	corpus-id	score
nevir_q_310-3_2	nevir_doc_310-3_2	1
nevir_q_311-3_2	nevir_doc_311-3_2	1
nevir_q_314-3_2	nevir_doc_314-3_2	1
nevir_q_315-2_1	nevir_doc_315-2_1	1
nevir_q_316-2_1	nevir_doc_316-2_1	1
nevir_q_316-3_2	nevir_doc_316-3_2	1
nevir_q_318-2_1	nevir_doc_318-2_1	1
nevir_q_318-3_2	nevir_doc_318-3_2	1
nevir_q_32-2_2	nevir_doc_32-2_2	1
nevir_q_320-3_2	nevir_doc_320-3_2	1
nevir_q_323-3_2	nevir_doc_323-3_2	1
nevir_q_324-3_1	nevir_doc_324-3_1	1
nevir_q_325-2_2	nevir_doc_325-2_2	1
nevir_q_326-2_2	nevir_doc_326-2_2	1
nevir_q_327-3_2	nevir_doc_327-3_2	1
nevir_q_328-2_1	nevir_doc_328-2_1	1
nevir_q_329-2_2	nevir_doc_329-2_2	1
nevir_q_329-3_2	nevir_doc_329-3_2	1
nevir_q_331-2_2	nevir_doc_331-2_2	1
nevir_q_331-3_2	nevir_doc_331-3_2	1
nevir_q_332-2_2	nevir_doc_332-2_2	1
nevir_q_332-3_2	nevir_doc_332-3_2	1
nevir_q_334-3_2	nevir_doc_334-3_2	1
nevir_q_336-2_1	nevir_doc_336-2_1	1
nevir_q_336-2_2	nevir_doc_336-2_2	1
nevir_q_338-2_2	nevir_doc_338-2_2	1
nevir_q_34-2_2	nevir_doc_34-2_2	1
nevir_q_34-3_1	nevir_doc_34-3_1	1
nevir_q_340-2_2	nevir_doc_340-2_2	1
nevir_q_342-2_2	nevir_doc_342-2_2	1
nevir_q_343-2_2	nevir_doc_343-2_2	1
nevir_q_343-3_1	nevir_doc_343-3_1	1
nevir_q_344-3_1	nevir_doc_344-3_1	1
nevir_q_344-3_2	nevir_doc_344-3_2	1
nevir_q_345-3_2	nevir_doc_345-3_2	1
nevir_q_348-2_1	nevir_doc_348-2_1	1
nevir_q_348-3_2	nevir_doc_348-3_2	1
nevir_q_35-2_1	nevir_doc_35-2_1	1
nevir_q_350-3_1	nevir_doc_350-3_1	1
nevir_q_351-2_2	nevir_doc_351-2_2	1
nevir_q_351-3_1	nevir_doc_351-3_1	1
nevir_q_351-3_2	nevir_doc_351-3_2	1
nevir_q_352-2_1	nevir_doc_352-2_1	1
nevir_q_355-2_2	nevir_doc_355-2_2	1
nevir_q_355-3_1	nevir_doc_355-3_1	1
nevir_q_355-3_2	nevir_doc_355-3_2	1
nevir_q_357-2_1	nevir_doc_357-2_1	1
nevir_q_358-3_1	nevir_doc_358-3_1	1
nevir_q_359-2_2	nevir_doc_359-2_2	1
nevir_q_359-3_2	nevir_doc_359-3_2	1
nevir_q_360-2_1	nevir_doc_360-2_1	1
nevir_q_360-3_2	nevir_doc_360-3_2	1
nevir_q_361-2_2	nevir_doc_361-2_2	1
nevir_q_361-3_2	nevir_doc_361-3_2	1
nevir_q_362-3_2	nevir_doc_362-3_2	1
nevir_q_363-2_1	nevir_doc_363-2_1	1
nevir_q_366-2_1	nevir_doc_366-2_1	1
nevir_q_367-2_2	nevir_doc_367-2_2	1
nevir_q_368-3_2	nevir_doc_368-3_2	1
nevir_q_369-2_2	nevir_doc_369-2_2	1
nevir_q_370-3_1	nevir_doc_370-3_1	1
nevir_q_371-3_1	nevir_doc_371-3_1	1
nevir_q_372-2_1	nevir_doc_372-2_1	1
nevir_q_372-3_1	nevir_doc_372-3_1	1
nevir_q_372-3_2	nevir_doc_372-3_2	1
nevir_q_375-3_1	nevir_doc_375-3_1	1
nevir_q_379-3_2	nevir_doc_379-3_2	1
nevir_q_38-2_1	nevir_doc_38-2_1	1
nevir_q_38-3_1	nevir_doc_38-3_1	1
nevir_q_381-2_1	nevir_doc_381-2_1	1
nevir_q_382-3_2	nevir_doc_382-3_2	1
nevir_q_385-3_1	nevir_doc_385-3_1	1
nevir_q_39-2_2	nevir_doc_39-2_2	1
nevir_q_390-2_1	nevir_doc_390-2_1	1
nevir_q_390-3_1	nevir_doc_390-3_1	1
nevir_q_391-2_2	nevir_doc_391-2_2	1
nevir_q_391-3_1	nevir_doc_391-3_1	1
nevir_q_392-3_2	nevir_doc_392-3_2	1
nevir_q_394-3_1	nevir_doc_394-3_1	1
nevir_q_395-2_2	nevir_doc_395-2_2	1
nevir_q_396-2_1	nevir_doc_396-2_1	1
nevir_q_40-3_1	nevir_doc_40-3_1	1
nevir_q_400-3_1	nevir_doc_400-3_1	1
nevir_q_403-2_2	nevir_doc_403-2_2	1
nevir_q_404-2_2	nevir_doc_404-2_2	1
nevir_q_404-3_2	nevir_doc_404-3_2	1
nevir_q_405-3_2	nevir_doc_405-3_2	1
nevir_q_409-2_2	nevir_doc_409-2_2	1
nevir_q_409-3_2	nevir_doc_409-3_2	1
nevir_q_41-2_2	nevir_doc_41-2_2	1
nevir_q_411-3_2	nevir_doc_411-3_2	1
nevir_q_412-2_1	nevir_doc_412-2_1	1
nevir_q_412-2_2	nevir_doc_412-2_2	1
nevir_q_414-3_1	nevir_doc_414-3_1	1
nevir_q_416-3_2	nevir_doc_416-3_2	1
nevir_q_418-2_2	nevir_doc_418-2_2	1
nevir_q_420-2_1	nevir_doc_420-2_1	1
nevir_q_421-2_1	nevir_doc_421-2_1	1
nevir_q_421-3_2	nevir_doc_421-3_2	1
nevir_q_422-2_2	nevir_doc_422-2_2	1
nevir_q_423-3_2	nevir_doc_423-3_2	1
nevir_q_428-2_2	nevir_doc_428-2_2	1
nevir_q_431-3_1	nevir_doc_431-3_1	1
nevir_q_431-3_2	nevir_doc_431-3_2	1
nevir_q_433-2_1	nevir_doc_433-2_1	1
nevir_q_433-2_2	nevir_doc_433-2_2	1
nevir_q_434-3_1	nevir_doc_434-3_1	1
nevir_q_435-2_1	nevir_doc_435-2_1	1
nevir_q_435-2_2	nevir_doc_435-2_2	1
nevir_q_436-2_1	nevir_doc_436-2_1	1
nevir_q_437-2_1	nevir_doc_437-2_1	1
nevir_q_437-3_1	nevir_doc_437-3_1	1
nevir_q_440-3_2	nevir_doc_440-3_2	1
nevir_q_441-3_2	nevir_doc_441-3_2	1
nevir_q_442-2_2	nevir_doc_442-2_2	1
nevir_q_443-3_2	nevir_doc_443-3_2	1
nevir_q_45-2_2	nevir_doc_45-2_2	1
nevir_q_45-3_1	nevir_doc_45-3_1	1
nevir_q_48-2_1	nevir_doc_48-2_1	1
nevir_q_48-2_2	nevir_doc_48-2_2	1
nevir_q_48-3_1	nevir_doc_48-3_1	1
nevir_q_5-2_1	nevir_doc_5-2_1	1
nevir_q_5-2_2	nevir_doc_5-2_2	1
nevir_q_51-3_1	nevir_doc_51-3_1	1
nevir_q_52-3_2	nevir_doc_52-3_2	1
nevir_q_55-3_2	nevir_doc_55-3_2	1
nevir_q_56-2_1	nevir_doc_56-2_1	1
nevir_q_569-3_1	nevir_doc_569-3_1	1
nevir_q_569-3_2	nevir_doc_569-3_2	1
nevir_q_572-2_1	nevir_doc_572-2_1	1
nevir_q_572-3_1	nevir_doc_572-3_1	1
nevir_q_576-2_2	nevir_doc_576-2_2	1
nevir_q_577-3_1	nevir_doc_577-3_1	1
nevir_q_58-2_1	nevir_doc_58-2_1	1
nevir_q_58-2_2	nevir_doc_58-2_2	1
nevir_q_588-2_1	nevir_doc_588-2_1	1
nevir_q_59-2_1	nevir_doc_59-2_1	1
nevir_q_6-2_1	nevir_doc_6-2_1	1
nevir_q_6-3_2	nevir_doc_6-3_2	1
nevir_q_60-2_1	nevir_doc_60-2_1	1
nevir_q_602-2_2	nevir_doc_602-2_2	1
nevir_q_605-3_1	nevir_doc_605-3_1	1
nevir_q_608-2_1	nevir_doc_608-2_1	1
nevir_q_608-3_2	nevir_doc_608-3_2	1
nevir_q_609-2_1	nevir_doc_609-2_1	1
nevir_q_61-3_1	nevir_doc_61-3_1	1
nevir_q_610-3_1	nevir_doc_610-3_1	1
nevir_q_611-2_1	nevir_doc_611-2_1	1
nevir_q_611-3_1	nevir_doc_611-3_1	1
nevir_q_612-2_1	nevir_doc_612-2_1	1
nevir_q_612-2_2	nevir_doc_612-2_2	1
nevir_q_612-3_2	nevir_doc_612-3_2	1
nevir_q_613-2_2	nevir_doc_613-2_2	1
nevir_q_613-3_1	nevir_doc_613-3_1	1
nevir_q_614-2_2	nevir_doc_614-2_2	1
nevir_q_615-2_2	nevir_doc_615-2_2	1
nevir_q_616-3_1	nevir_doc_616-3_1	1
nevir_q_618-3_1	nevir_doc_618-3_1	1
nevir_q_619-2_2	nevir_doc_619-2_2	1
nevir_q_619-3_2	nevir_doc_619-3_2	1
nevir_q_622-2_2	nevir_doc_622-2_2	1
nevir_q_622-3_1	nevir_doc_622-3_1	1
nevir_q_64-3_1	nevir_doc_64-3_1	1
nevir_q_65-3_1	nevir_doc_65-3_1	1
nevir_q_66-3_1	nevir_doc_66-3_1	1
nevir_q_66-3_2	nevir_doc_66-3_2	1
nevir_q_67-2_2	nevir_doc_67-2_2	1
nevir_q_67-3_1	nevir_doc_67-3_1	1
nevir_q_7-2_1	nevir_doc_7-2_1	1
nevir_q_72-3_1	nevir_doc_72-3_1	1
nevir_q_73-2_1	nevir_doc_73-2_1	1
nevir_q_75-2_1	nevir_doc_75-2_1	1
nevir_q_75-3_2	nevir_doc_75-3_2	1
nevir_q_77-2_2	nevir_doc_77-2_2	1
nevir_q_77-3_1	nevir_doc_77-3_1	1
nevir_q_78-2_2	nevir_doc_78-2_2	1
nevir_q_78-3_2	nevir_doc_78-3_2	1
nevir_q_79-2_1	nevir_doc_79-2_1	1
nevir_q_79-3_2	nevir_doc_79-3_2	1
nevir_q_82-3_1	nevir_doc_82-3_1	1
nevir_q_83-3_2	nevir_doc_83-3_2	1
nevir_q_84-2_1	nevir_doc_84-2_1	1
nevir_q_84-2_2	nevir_doc_84-2_2	1
nevir_q_85-2_2	nevir_doc_85-2_2	1
nevir_q_88-2_1	nevir_doc_88-2_1	1
nevir_q_895-3_1	nevir_doc_895-3_1	1
nevir_q_9-3_1	nevir_doc_9-3_1	1
nevir_q_90-2_2	nevir_doc_90-2_2	1
nevir_q_91-2_1	nevir_doc_91-2_1	1
nevir_q_91-3_2	nevir_doc_91-3_2	1
nevir_q_92-2_1	nevir_doc_92-2_1	1
nevir_q_93-2_2	nevir_doc_93-2_2	1
nevir_q_94-2_1	nevir_doc_94-2_1	1
nevir_q_94-2_2	nevir_doc_94-2_2	1
nevir_q_96-2_2	nevir_doc_96-2_2	1
nevir_q_96-3_1	nevir_doc_96-3_1	1
nevir_q_988-2_2	nevir_doc_988-2_2	1
nevir_q_444-2_2	nevir_doc_444-2_2	1
nevir_q_444-3_1	nevir_doc_444-3_1	1
nevir_q_444-3_2	nevir_doc_444-3_2	1
nevir_q_447-3_2	nevir_doc_447-3_2	1
nevir_q_448-3_2	nevir_doc_448-3_2	1
nevir_q_452-2_2	nevir_doc_452-2_2	1
nevir_q_453-2_1	nevir_doc_453-2_1	1
nevir_q_455-3_2	nevir_doc_455-3_2	1
nevir_q_456-2_1	nevir_doc_456-2_1	1
nevir_q_459-3_1	nevir_doc_459-3_1	1
nevir_q_461-2_1	nevir_doc_461-2_1	1
nevir_q_461-2_2	nevir_doc_461-2_2	1
nevir_q_462-2_2	nevir_doc_462-2_2	1
nevir_q_465-3_1	nevir_doc_465-3_1	1
nevir_q_469-3_2	nevir_doc_469-3_2	1
nevir_q_470-2_1	nevir_doc_470-2_1	1
nevir_q_473-3_2	nevir_doc_473-3_2	1
nevir_q_474-3_2	nevir_doc_474-3_2	1
nevir_q_475-3_1	nevir_doc_475-3_1	1
nevir_q_476-2_1	nevir_doc_476-2_1	1
nevir_q_477-3_1	nevir_doc_477-3_1	1
nevir_q_478-3_1	nevir_doc_478-3_1	1
nevir_q_479-3_1	nevir_doc_479-3_1	1
nevir_q_480-2_1	nevir_doc_480-2_1	1
nevir_q_483-3_2	nevir_doc_483-3_2	1
nevir_q_489-2_1	nevir_doc_489-2_1	1
nevir_q_491-2_1	nevir_doc_491-2_1	1
nevir_q_491-2_2	nevir_doc_491-2_2	1
nevir_q_491-3_1	nevir_doc_491-3_1	1
nevir_q_493-2_2	nevir_doc_493-2_2	1
nevir_q_494-2_1	nevir_doc_494-2_1	1
nevir_q_494-3_1	nevir_doc_494-3_1	1
nevir_q_499-3_2	nevir_doc_499-3_2	1
nevir_q_500-3_2	nevir_doc_500-3_2	1
nevir_q_501-2_1	nevir_doc_501-2_1	1
nevir_q_501-2_2	nevir_doc_501-2_2	1
nevir_q_501-3_1	nevir_doc_501-3_1	1
nevir_q_501-3_2	nevir_doc_501-3_2	1
nevir_q_504-2_1	nevir_doc_504-2_1	1
nevir_q_504-3_1	nevir_doc_504-3_1	1
nevir_q_506-3_2	nevir_doc_506-3_2	1
nevir_q_507-3_1	nevir_doc_507-3_1	1
nevir_q_508-2_2	nevir_doc_508-2_2	1
nevir_q_510-3_1	nevir_doc_510-3_1	1
nevir_q_512-2_2	nevir_doc_512-2_2	1
nevir_q_512-3_1	nevir_doc_512-3_1	1
nevir_q_513-3_1	nevir_doc_513-3_1	1
nevir_q_513-3_2	nevir_doc_513-3_2	1
nevir_q_515-2_2	nevir_doc_515-2_2	1
nevir_q_517-3_2	nevir_doc_517-3_2	1
nevir_q_519-2_1	nevir_doc_519-2_1	1
nevir_q_519-2_2	nevir_doc_519-2_2	1
nevir_q_525-2_1	nevir_doc_525-2_1	1
nevir_q_525-3_1	nevir_doc_525-3_1	1
nevir_q_530-3_1	nevir_doc_530-3_1	1
nevir_q_532-2_1	nevir_doc_532-2_1	1
nevir_q_534-3_2	nevir_doc_534-3_2	1
nevir_q_535-2_1	nevir_doc_535-2_1	1
nevir_q_541-3_2	nevir_doc_541-3_2	1
nevir_q_542-3_1	nevir_doc_542-3_1	1
nevir_q_544-2_1	nevir_doc_544-2_1	1
nevir_q_546-3_1	nevir_doc_546-3_1	1
nevir_q_548-2_2	nevir_doc_548-2_2	1
nevir_q_549-3_1	nevir_doc_549-3_1	1
nevir_q_550-2_1	nevir_doc_550-2_1	1
nevir_q_552-2_2	nevir_doc_552-2_2	1
nevir_q_553-2_2	nevir_doc_553-2_2	1
nevir_q_554-3_1	nevir_doc_554-3_1	1
nevir_q_555-3_1	nevir_doc_555-3_1	1
nevir_q_558-2_1	nevir_doc_558-2_1	1
nevir_q_559-2_2	nevir_doc_559-2_2	1
nevir_q_559-3_2	nevir_doc_559-3_2	1
nevir_q_560-2_1	nevir_doc_560-2_1	1
nevir_q_560-2_2	nevir_doc_560-2_2	1
nevir_q_561-3_2	nevir_doc_561-3_2	1
nevir_q_563-2_2	nevir_doc_563-2_2	1
nevir_q_564-2_1	nevir_doc_564-2_1	1
nevir_q_564-2_2	nevir_doc_564-2_2	1
nevir_q_564-3_1	nevir_doc_564-3_1	1
nevir_q_567-2_1	nevir_doc_567-2_1	1
nevir_q_1001-3_1	nevir_doc_1001-3_1	1
nevir_q_1010-2_2	nevir_doc_1010-2_2	1
nevir_q_1011-3_2	nevir_doc_1011-3_2	1
nevir_q_1013-2_1	nevir_doc_1013-2_1	1
nevir_q_1017-2_2	nevir_doc_1017-2_2	1
nevir_q_1017-3_1	nevir_doc_1017-3_1	1
nevir_q_1018-2_2	nevir_doc_1018-2_2	1
nevir_q_1018-3_2	nevir_doc_1018-3_2	1
nevir_q_1019-2_1	nevir_doc_1019-2_1	1
nevir_q_1020-3_2	nevir_doc_1020-3_2	1
nevir_q_1021-2_2	nevir_doc_1021-2_2	1
nevir_q_1021-3_1	nevir_doc_1021-3_1	1
nevir_q_1022-3_1	nevir_doc_1022-3_1	1
nevir_q_1025-2_2	nevir_doc_1025-2_2	1
nevir_q_1026-2_2	nevir_doc_1026-2_2	1
nevir_q_1032-2_1	nevir_doc_1032-2_1	1
nevir_q_1032-3_2	nevir_doc_1032-3_2	1
nevir_q_1033-3_1	nevir_doc_1033-3_1	1
nevir_q_1033-3_2	nevir_doc_1033-3_2	1
nevir_q_1036-2_1	nevir_doc_1036-2_1	1
nevir_q_1036-3_2	nevir_doc_1036-3_2	1
nevir_q_1037-2_2	nevir_doc_1037-2_2	1
nevir_q_1039-3_1	nevir_doc_1039-3_1	1
nevir_q_1040-2_2	nevir_doc_1040-2_2	1
nevir_q_1043-2_2	nevir_doc_1043-2_2	1
nevir_q_1045-3_1	nevir_doc_1045-3_1	1
nevir_q_1046-2_1	nevir_doc_1046-2_1	1
nevir_q_1046-2_2	nevir_doc_1046-2_2	1
nevir_q_1049-2_1	nevir_doc_1049-2_1	1
nevir_q_1049-3_1	nevir_doc_1049-3_1	1
nevir_q_1050-2_2	nevir_doc_1050-2_2	1
nevir_q_1051-3_1	nevir_doc_1051-3_1	1
nevir_q_1052-2_2	nevir_doc_1052-2_2	1
nevir_q_1053-2_2	nevir_doc_1053-2_2	1
nevir_q_1058-3_2	nevir_doc_1058-3_2	1
nevir_q_1059-2_2	nevir_doc_1059-2_2	1
